2286,190
2276,189
2280,190
9336,911
9317,904
9307,903
9302,901
9305,902
9307,903
8445,813
6641,605
6680,608
6661,608
6651,607
6646,607
6651,607
1368,108
1349,106
1339,106
1348,106
3047,262
3086,268
3106,270
3096,269
3101,270
8207,782
8207,781
7032,634
6954,629
6915,627
6935,629
6938,629
5469,502
5391,494
5430,498
5450,502
5440,500
5445,502
5450,502
7110,648
7071,639
7091,644
7081,641
7076,640
7078,641
9727,957
9708,953
9698,952
9703,953
9706,953
7852,732
7833,731
7843,732
7834,732
1231,93
1221,93
1216,92
1219,93
1220,93
8399,807
8380,806
8370,804
8365,803
8368,804
8370,804
4571,412
4552,409
4542,409
4548,409
4454,402
4415,400
4395,396
4405,399
4400,398
4398,398
4398,397
1895,150
1905,151
1902,151
5435,500
5431,499
7383,680
7364,678
7374,680
7378,680
5000000,454359
2500000,208391
1250000,96415
625000,44701
312500,20783
156250,9730
78125,4614
39063,2126
19532,1017
4883,466
2442,205
611,45
306,23
153,11
77,5
39,4
5,1
58,5
44,5
916,63
1069,73
1183,86
1164,84
1174,85
1172,85
459,34
383,30
345,25
326,25
338,25
993,70
955,68
936,65
946,68
944,68
944,68
6104,560
5494,514
5799,536
5647,522
5723,531
5666,523
5676,523
115,8
134,11
125,9
120,9
120,9
130,10
132,11
1212,90
1209,90
230,17
268,23
249,20
240,20
238,20
239,20
402,33
393,32
398,33
395,33
192,14
173,13
183,14
176,14
3663,325
3053,259
2748,229
2595,222
2519,216
2557,222
2538,219
2548,222
2543,220
2546,222
2548,222
4273,384
4578,422
4731,445
4655,431
4617,426
4636,429
4646,430
4637,430
764,52
688,50
650,46
631,46
649,46
1107,77
1088,76
1098,77
1102,77
1126,78
1136,80
1140,80
1832,144
1527,117
1604,126
1566,121
1585,124
1576,124
1571,124
1569,123
1568,122
1569,123
3968,352
3816,338
3740,330
3778,336
3759,334
3745,333
3743,333
3742,331
